PRODUTO;UNIDADE;ANO;REGIÃO;ESTADO;JAN;FEV;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;TOTAL
TERRA (bep);bep;2005;REGIÃO NORDESTE;CEARÁ;-19641,4806175;-17739,60909;-19637,307753;-19002,331698;-19640,608288;-19006,792805;-19638,5;-19632,165;-19005;-19638,5;-19005;-19638,5;-231225,7952515
TERRA (bep);bep;2005;REGIÃO NORDESTE;RIO GRANDE DO NORTE;23796,4753495;27105,176798;40534,373334;41126,1326525;38983,427231;32161,2980395;38947,58;33556,495;28526,505;38706,85;30281,3;27614,265;401339,8784045
TERRA (bep);bep;2005;REGIÃO NORDESTE;ALAGOAS;476150,21839;453814,002985;534107,695345;459325,8387865;456830,4949565;418806,11514;398484,17;420669,34;436836,26;456367,065;478609,25;467484,1031;5457484,553703
TERRA (bep);bep;2005;REGIÃO NORDESTE;SERGIPE;-51965,932781;-47562,9753795;-42435,122933;-34215,5864995;-38893,232035;-39948,546743;-44674,42;-41658,96;-45415,615;-30350,985;-31966,41;-27443,22;-476531,006371
TERRA (bep);bep;2005;REGIÃO NORDESTE;BAHIA;929378,9326255;810971,2068955;1013039,66925;988958,4039755;1030282,378678;971801,466013;1002577,1;1038521,89;748511,925;859108,355;1021284,355;1009643,7925;11424079,4749375
TERRA (bep);bep;2005;REGIÃO SUDESTE;ESPÍRITO SANTO;243776,758701;217005,585909;243249,029128;224217,4341645;232690,395938;238572,2413515;232253,77;225735,055;217404,53;214021,64;210499,38;204120,035;2703545,855192
TERRA (bep);bep;2005;REGIÃO SUDESTE;RIO DE JANEIRO;0;0;0;0;0;0;0;0;0;0;0;0;0
TERRA (bep);bep;2005;REGIÃO SUDESTE;SÃO PAULO;0;0;0;0;0;0;0;0;0;0;0;0;0
TERRA (bep);bep;2005;REGIÃO SUL;PARANÁ;0;0;0;0;0;0;0;0;0;0;0;0;0
MAR (bep);bep;2005;REGIÃO NORTE;AMAZONAS;0;0;0;0;0;0;0;0;0;0;0;0;0
MAR (bep);bep;2005;REGIÃO NORDESTE;MARANHÃO;0;0;0;0;0;0;0;0;0;0;0;0;0
MAR (bep);bep;2005;REGIÃO NORDESTE;CEARÁ;55786,01;48690,81;49121,59;48469,085;45466,295;38041,675;45244,57;44332,33;39980,185;38244,395;51522,555;47930,61;552830,11
MAR (bep);bep;2005;REGIÃO NORDESTE;RIO GRANDE DO NORTE;533135,1353755;486959,5459015;526410,5290745;416555,373262;508387,9963505;490420,910714;492685,62;505552,005;480218,34;493350,795;474668,88;476537,705;5884882,835678
